Project,TC,Approach,Policy,# Correct,# Missed,# java.io. Missed,# <clinit> Missed,#Excluded missing edges,# Actual (minus java.io.*/<clinit>/excluded),Missed relevant nodes,# Missing relevant nodes (in RCG not in SCG)
jpf,TC_Version_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_List,WALA,1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Array,WALA,1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Map,WALA,1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_List,SALSA,1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Set,WALA,1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_List,SENECA,1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Map,WALA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Map,WALA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Array,WALA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Array,WALA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Set,WALA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_List,WALA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_List,SALSA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_List,SENECA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Map,WALA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_List,SENECA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_List,SALSA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_List,SALSA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Array,WALA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Set,WALA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_List,SENECA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Set,WALA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_List,WALA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LoggingEvent_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_List,WALA,1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_Level_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
log4j,TC_LogEvent_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_List,SALSA,1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Map,WALA,1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Set,WALA,1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_List,WALA,1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_List,SENECA,1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
openjms,TC_UnicastDelegate_Array,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_List,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Map,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_List,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_List,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Set,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_List,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_List,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Set,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Set,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_List,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Set,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_List,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Map,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_List,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_List,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Map,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_List,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Array,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_List,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_List,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Set,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Array,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Array,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_List,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_List,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Array,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Set,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Array,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_List,SALSA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Array,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Map,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_InputStreamSource_List,SENECA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Map,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType2_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_RecipientType_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_EventListenerList_Map,WALA,1-CFA,0,0,0,0,0,0,,0
pooka,TC_LexerPage_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
pooka,TC_TreeItem_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
