ProjectName	TestCase	ApproachName	Policy	Time (ms)
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Array	SENECA	1-CFA	285
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_List	SENECA	1-CFA	421
jgraph-testcases.jar	Ltestcases/TC_JGraph_Map	SENECA	1-CFA	400
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Array	SENECA	1-CFA	277
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Set	SENECA	1-CFA	473
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Map	SENECA	1-CFA	296
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Set	SENECA	1-CFA	233
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Map	SENECA	1-CFA	208
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Set	SENECA	1-CFA	288
jgraph-testcases.jar	Ltestcases/TC_JGraph_Simple	SENECA	1-CFA	286
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Simple	SENECA	1-CFA	385
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Array	SENECA	1-CFA	259
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Set	SENECA	1-CFA	365
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Simple	SENECA	1-CFA	257
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Simple	SENECA	1-CFA	371
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Set	SENECA	1-CFA	232
jgraph-testcases.jar	Ltestcases/TC_JGraph_Array	SENECA	1-CFA	114
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_List	SALSA	0-1-CFA	263
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Simple	SALSA	0-1-CFA	90
jgraph-testcases.jar	Ltestcases/TC_JGraph_Set	SALSA	0-1-CFA	131
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Array	SALSA	0-1-CFA	225
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Map	SALSA	0-1-CFA	119
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Simple	SALSA	0-1-CFA	171
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Map	SALSA	0-1-CFA	104
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Map	SALSA	0-1-CFA	129
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_List	SALSA	0-1-CFA	259
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_List	SALSA	0-1-CFA	114
jgraph-testcases.jar	Ltestcases/TC_JGraph_List	SALSA	0-1-CFA	194
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Array	SALSA	0-1-CFA	113
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_List	SALSA	0-1-CFA	109
jgraph-testcases.jar	Ltestcases/TC_JGraph_Map	SALSA	0-1-CFA	216
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Array	SALSA	0-1-CFA	91
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Set	SALSA	0-1-CFA	185
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Map	SALSA	0-1-CFA	215
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Set	SALSA	0-1-CFA	111
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Map	SALSA	0-1-CFA	270
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Set	SALSA	0-1-CFA	147
jgraph-testcases.jar	Ltestcases/TC_JGraph_Simple	SALSA	0-1-CFA	93
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Simple	SALSA	0-1-CFA	316
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Array	SALSA	0-1-CFA	64
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Set	SALSA	0-1-CFA	162
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Simple	SALSA	0-1-CFA	156
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Simple	SALSA	0-1-CFA	70
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Set	SALSA	0-1-CFA	166
jgraph-testcases.jar	Ltestcases/TC_JGraph_Array	SALSA	0-1-CFA	138
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_List	SALSA	1-CFA	314
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Simple	SALSA	1-CFA	165
jgraph-testcases.jar	Ltestcases/TC_JGraph_Set	SALSA	1-CFA	168
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Array	SALSA	1-CFA	188
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Map	SALSA	1-CFA	184
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Simple	SALSA	1-CFA	156
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Map	SALSA	1-CFA	221
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Map	SALSA	1-CFA	277
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_List	SALSA	1-CFA	286
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_List	SALSA	1-CFA	310
jgraph-testcases.jar	Ltestcases/TC_JGraph_List	SALSA	1-CFA	301
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Array	SALSA	1-CFA	176
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_List	SALSA	1-CFA	278
jgraph-testcases.jar	Ltestcases/TC_JGraph_Map	SALSA	1-CFA	366
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Array	SALSA	1-CFA	86
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Set	SALSA	1-CFA	219
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Map	SALSA	1-CFA	322
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Set	SALSA	1-CFA	214
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Map	SALSA	1-CFA	346
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Set	SALSA	1-CFA	214
jgraph-testcases.jar	Ltestcases/TC_JGraph_Simple	SALSA	1-CFA	154
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Simple	SALSA	1-CFA	198
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Array	SALSA	1-CFA	169
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Set	SALSA	1-CFA	150
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Simple	SALSA	1-CFA	253
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Simple	SALSA	1-CFA	153
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Set	SALSA	1-CFA	135
jgraph-testcases.jar	Ltestcases/TC_JGraph_Array	SALSA	1-CFA	185
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_List	WALA	0-1-CFA	283
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Simple	WALA	0-1-CFA	267
jgraph-testcases.jar	Ltestcases/TC_JGraph_Set	WALA	0-1-CFA	135
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Array	WALA	0-1-CFA	249
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Map	WALA	0-1-CFA	133
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Simple	WALA	0-1-CFA	304
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Map	WALA	0-1-CFA	126
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Map	WALA	0-1-CFA	251
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_List	WALA	0-1-CFA	120
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_List	WALA	0-1-CFA	238
jgraph-testcases.jar	Ltestcases/TC_JGraph_List	WALA	0-1-CFA	103
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Array	WALA	0-1-CFA	267
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_List	WALA	0-1-CFA	130
jgraph-testcases.jar	Ltestcases/TC_JGraph_Map	WALA	0-1-CFA	298
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Array	WALA	0-1-CFA	117
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Set	WALA	0-1-CFA	296
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Map	WALA	0-1-CFA	138
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Set	WALA	0-1-CFA	254
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Map	WALA	0-1-CFA	156
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Set	WALA	0-1-CFA	254
jgraph-testcases.jar	Ltestcases/TC_JGraph_Simple	WALA	0-1-CFA	100
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Simple	WALA	0-1-CFA	264
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Array	WALA	0-1-CFA	118
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Set	WALA	0-1-CFA	257
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Simple	WALA	0-1-CFA	154
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Simple	WALA	0-1-CFA	232
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Set	WALA	0-1-CFA	178
jgraph-testcases.jar	Ltestcases/TC_JGraph_Array	WALA	0-1-CFA	235
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_List	WALA	1-CFA	511
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Simple	WALA	1-CFA	529
jgraph-testcases.jar	Ltestcases/TC_JGraph_Set	WALA	1-CFA	530
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Array	WALA	1-CFA	473
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Map	WALA	1-CFA	442
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Simple	WALA	1-CFA	572
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Map	WALA	1-CFA	478
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Map	WALA	1-CFA	473
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_List	WALA	1-CFA	476
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_List	WALA	1-CFA	503
jgraph-testcases.jar	Ltestcases/TC_JGraph_List	WALA	1-CFA	464
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Array	WALA	1-CFA	512
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_List	WALA	1-CFA	469
jgraph-testcases.jar	Ltestcases/TC_JGraph_Map	WALA	1-CFA	454
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Array	WALA	1-CFA	459
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Set	WALA	1-CFA	569
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Map	WALA	1-CFA	548
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Set	WALA	1-CFA	415
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Map	WALA	1-CFA	533
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Set	WALA	1-CFA	439
jgraph-testcases.jar	Ltestcases/TC_JGraph_Simple	WALA	1-CFA	507
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Simple	WALA	1-CFA	467
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Array	WALA	1-CFA	450
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Set	WALA	1-CFA	488
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Simple	WALA	1-CFA	417
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Simple	WALA	1-CFA	400
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Set	WALA	1-CFA	434
jgraph-testcases.jar	Ltestcases/TC_JGraph_Array	WALA	1-CFA	392
jpf-testcases.jar	Ltestcases/TC_Version_Simple	SENECA	0-1-CFA	249
jpf-testcases.jar	Ltestcases/TC_Version_Array	SENECA	0-1-CFA	129
jpf-testcases.jar	Ltestcases/TC_Version_Set	SENECA	0-1-CFA	274
jpf-testcases.jar	Ltestcases/TC_Version_List	SENECA	0-1-CFA	156
jpf-testcases.jar	Ltestcases/TC_Version_Map	SENECA	0-1-CFA	278
jpf-testcases.jar	Ltestcases/TC_Version_Simple	SENECA	1-CFA	357
jpf-testcases.jar	Ltestcases/TC_Version_Array	SENECA	1-CFA	179
jpf-testcases.jar	Ltestcases/TC_Version_Set	SENECA	1-CFA	338
jpf-testcases.jar	Ltestcases/TC_Version_List	SENECA	1-CFA	313
jpf-testcases.jar	Ltestcases/TC_Version_Map	SENECA	1-CFA	299
jpf-testcases.jar	Ltestcases/TC_Version_Simple	SALSA	0-1-CFA	180
jpf-testcases.jar	Ltestcases/TC_Version_Array	SALSA	0-1-CFA	73
jpf-testcases.jar	Ltestcases/TC_Version_Set	SALSA	0-1-CFA	214
jpf-testcases.jar	Ltestcases/TC_Version_List	SALSA	0-1-CFA	257
jpf-testcases.jar	Ltestcases/TC_Version_Map	SALSA	0-1-CFA	117
jpf-testcases.jar	Ltestcases/TC_Version_Simple	SALSA	1-CFA	215
jpf-testcases.jar	Ltestcases/TC_Version_Array	SALSA	1-CFA	166
jpf-testcases.jar	Ltestcases/TC_Version_Set	SALSA	1-CFA	266
jpf-testcases.jar	Ltestcases/TC_Version_List	SALSA	1-CFA	280
jpf-testcases.jar	Ltestcases/TC_Version_Map	SALSA	1-CFA	306
jpf-testcases.jar	Ltestcases/TC_Version_Simple	WALA	0-1-CFA	281
jpf-testcases.jar	Ltestcases/TC_Version_Array	WALA	0-1-CFA	295
jpf-testcases.jar	Ltestcases/TC_Version_Set	WALA	0-1-CFA	107
jpf-testcases.jar	Ltestcases/TC_Version_List	WALA	0-1-CFA	273
jpf-testcases.jar	Ltestcases/TC_Version_Map	WALA	0-1-CFA	101
jpf-testcases.jar	Ltestcases/TC_Version_Simple	WALA	1-CFA	465
jpf-testcases.jar	Ltestcases/TC_Version_Array	WALA	1-CFA	453
jpf-testcases.jar	Ltestcases/TC_Version_Set	WALA	1-CFA	449
jpf-testcases.jar	Ltestcases/TC_Version_List	WALA	1-CFA	437
jpf-testcases.jar	Ltestcases/TC_Version_Map	WALA	1-CFA	395
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Simple	SENECA	0-1-CFA	729
log4j-testcases.jar	Ltestcases/TC_Level_Simple	SENECA	0-1-CFA	263
log4j-testcases.jar	Ltestcases/TC_LogEvent_Array	SENECA	0-1-CFA	559
log4j-testcases.jar	Ltestcases/TC_Level_Map	SENECA	0-1-CFA	241
log4j-testcases.jar	Ltestcases/TC_Level_Array	SENECA	0-1-CFA	324
log4j-testcases.jar	Ltestcases/TC_Level_Set	SENECA	0-1-CFA	274
log4j-testcases.jar	Ltestcases/TC_LogEvent_List	SENECA	0-1-CFA	554
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Set	SENECA	0-1-CFA	592
log4j-testcases.jar	Ltestcases/TC_LogEvent_Map	SENECA	0-1-CFA	492
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Map	SENECA	0-1-CFA	638
log4j-testcases.jar	Ltestcases/TC_Level_List	SENECA	0-1-CFA	317
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_List	SENECA	0-1-CFA	517
log4j-testcases.jar	Ltestcases/TC_LogEvent_Set	SENECA	0-1-CFA	561
log4j-testcases.jar	Ltestcases/TC_LogEvent_Simple	SENECA	0-1-CFA	476
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Array	SENECA	0-1-CFA	552
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Simple	SENECA	1-CFA	721
log4j-testcases.jar	Ltestcases/TC_Level_Simple	SENECA	1-CFA	421
log4j-testcases.jar	Ltestcases/TC_LogEvent_Array	SENECA	1-CFA	590
log4j-testcases.jar	Ltestcases/TC_Level_Map	SENECA	1-CFA	463
log4j-testcases.jar	Ltestcases/TC_Level_Array	SENECA	1-CFA	300
log4j-testcases.jar	Ltestcases/TC_Level_Set	SENECA	1-CFA	505
log4j-testcases.jar	Ltestcases/TC_LogEvent_List	SENECA	1-CFA	798
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Set	SENECA	1-CFA	785
log4j-testcases.jar	Ltestcases/TC_LogEvent_Map	SENECA	1-CFA	677
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Map	SENECA	1-CFA	713
log4j-testcases.jar	Ltestcases/TC_Level_List	SENECA	1-CFA	480
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_List	SENECA	1-CFA	704
log4j-testcases.jar	Ltestcases/TC_LogEvent_Set	SENECA	1-CFA	780
log4j-testcases.jar	Ltestcases/TC_LogEvent_Simple	SENECA	1-CFA	600
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Array	SENECA	1-CFA	515
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Simple	SALSA	0-1-CFA	645
log4j-testcases.jar	Ltestcases/TC_Level_Simple	SALSA	0-1-CFA	256
log4j-testcases.jar	Ltestcases/TC_LogEvent_Array	SALSA	0-1-CFA	519
log4j-testcases.jar	Ltestcases/TC_Level_Map	SALSA	0-1-CFA	331
log4j-testcases.jar	Ltestcases/TC_Level_Array	SALSA	0-1-CFA	62
log4j-testcases.jar	Ltestcases/TC_Level_Set	SALSA	0-1-CFA	273
log4j-testcases.jar	Ltestcases/TC_LogEvent_List	SALSA	0-1-CFA	515
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Set	SALSA	0-1-CFA	491
log4j-testcases.jar	Ltestcases/TC_LogEvent_Map	SALSA	0-1-CFA	379
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Map	SALSA	0-1-CFA	532
log4j-testcases.jar	Ltestcases/TC_Level_List	SALSA	0-1-CFA	139
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_List	SALSA	0-1-CFA	532
log4j-testcases.jar	Ltestcases/TC_LogEvent_Set	SALSA	0-1-CFA	317
log4j-testcases.jar	Ltestcases/TC_LogEvent_Simple	SALSA	0-1-CFA	579
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Array	SALSA	0-1-CFA	334
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Simple	SALSA	1-CFA	548
log4j-testcases.jar	Ltestcases/TC_Level_Simple	SALSA	1-CFA	275
log4j-testcases.jar	Ltestcases/TC_LogEvent_Array	SALSA	1-CFA	485
log4j-testcases.jar	Ltestcases/TC_Level_Map	SALSA	1-CFA	391
log4j-testcases.jar	Ltestcases/TC_Level_Array	SALSA	1-CFA	212
log4j-testcases.jar	Ltestcases/TC_Level_Set	SALSA	1-CFA	205
log4j-testcases.jar	Ltestcases/TC_LogEvent_List	SALSA	1-CFA	591
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Set	SALSA	1-CFA	598
log4j-testcases.jar	Ltestcases/TC_LogEvent_Map	SALSA	1-CFA	589
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Map	SALSA	1-CFA	691
log4j-testcases.jar	Ltestcases/TC_Level_List	SALSA	1-CFA	356
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_List	SALSA	1-CFA	614
log4j-testcases.jar	Ltestcases/TC_LogEvent_Set	SALSA	1-CFA	633
log4j-testcases.jar	Ltestcases/TC_LogEvent_Simple	SALSA	1-CFA	565
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Array	SALSA	1-CFA	503
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Simple	WALA	0-1-CFA	453
log4j-testcases.jar	Ltestcases/TC_Level_Simple	WALA	0-1-CFA	224
log4j-testcases.jar	Ltestcases/TC_LogEvent_Array	WALA	0-1-CFA	376
log4j-testcases.jar	Ltestcases/TC_Level_Map	WALA	0-1-CFA	207
log4j-testcases.jar	Ltestcases/TC_Level_Array	WALA	0-1-CFA	259
log4j-testcases.jar	Ltestcases/TC_Level_Set	WALA	0-1-CFA	214
log4j-testcases.jar	Ltestcases/TC_LogEvent_List	WALA	0-1-CFA	373
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Set	WALA	0-1-CFA	286
log4j-testcases.jar	Ltestcases/TC_LogEvent_Map	WALA	0-1-CFA	451
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Map	WALA	0-1-CFA	362
log4j-testcases.jar	Ltestcases/TC_Level_List	WALA	0-1-CFA	214
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_List	WALA	0-1-CFA	384
log4j-testcases.jar	Ltestcases/TC_LogEvent_Set	WALA	0-1-CFA	275
log4j-testcases.jar	Ltestcases/TC_LogEvent_Simple	WALA	0-1-CFA	415
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Array	WALA	0-1-CFA	353
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Simple	WALA	1-CFA	698
log4j-testcases.jar	Ltestcases/TC_Level_Simple	WALA	1-CFA	321
log4j-testcases.jar	Ltestcases/TC_LogEvent_Array	WALA	1-CFA	454
log4j-testcases.jar	Ltestcases/TC_Level_Map	WALA	1-CFA	267
log4j-testcases.jar	Ltestcases/TC_Level_Array	WALA	1-CFA	231
log4j-testcases.jar	Ltestcases/TC_Level_Set	WALA	1-CFA	237
log4j-testcases.jar	Ltestcases/TC_LogEvent_List	WALA	1-CFA	419
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Set	WALA	1-CFA	405
log4j-testcases.jar	Ltestcases/TC_LogEvent_Map	WALA	1-CFA	361
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Map	WALA	1-CFA	352
log4j-testcases.jar	Ltestcases/TC_Level_List	WALA	1-CFA	188
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_List	WALA	1-CFA	348
log4j-testcases.jar	Ltestcases/TC_LogEvent_Set	WALA	1-CFA	372
log4j-testcases.jar	Ltestcases/TC_LogEvent_Simple	WALA	1-CFA	713
log4j-testcases.jar	Ltestcases/TC_LoggingEvent_Array	WALA	1-CFA	782
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Set	SENECA	0-1-CFA	464
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Map	SENECA	0-1-CFA	228
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Array	SENECA	0-1-CFA	252
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_List	SENECA	0-1-CFA	480
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Simple	SENECA	0-1-CFA	334
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Set	SENECA	1-CFA	652
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Map	SENECA	1-CFA	258
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Array	SENECA	1-CFA	171
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_List	SENECA	1-CFA	259
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Simple	SENECA	1-CFA	169
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Set	SALSA	0-1-CFA	342
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Map	SALSA	0-1-CFA	156
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Array	SALSA	0-1-CFA	111
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_List	SALSA	0-1-CFA	170
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Simple	SALSA	0-1-CFA	161
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Set	SALSA	1-CFA	293
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Map	SALSA	1-CFA	407
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Array	SALSA	1-CFA	264
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_List	SALSA	1-CFA	349
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Simple	SALSA	1-CFA	279
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Set	WALA	0-1-CFA	342
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Map	WALA	0-1-CFA	131
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Array	WALA	0-1-CFA	120
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_List	WALA	0-1-CFA	129
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Simple	WALA	0-1-CFA	131
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Set	WALA	1-CFA	502
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Map	WALA	1-CFA	319
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Array	WALA	1-CFA	335
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_List	WALA	1-CFA	590
openjms-testcases.jar	Ltestcases/TC_UnicastDelegate_Simple	WALA	1-CFA	544
pooka-testcases.jar	Ltestcases/TC_TreeItem_Set	SENECA	0-1-CFA	909
pooka-testcases.jar	Ltestcases/TC_EventListenerList_Set	SENECA	0-1-CFA	541
pooka-testcases.jar	Ltestcases/TC_EventListenerList_Array	SENECA	0-1-CFA	505
pooka-testcases.jar	Ltestcases/TC_LexerPage_Simple	SENECA	0-1-CFA	612
pooka-testcases.jar	Ltestcases/TC_InputStreamSource_Set	SENECA	0-1-CFA	553
pooka-testcases.jar	Ltestcases/TC_LexerPage_Map	SENECA	0-1-CFA	907
pooka-testcases.jar	Ltestcases/TC_InputStreamSource_List	SENECA	0-1-CFA	961
pooka-testcases.jar	Ltestcases/TC_RecipientType_Map	SENECA	0-1-CFA	909
pooka-testcases.jar	Ltestcases/TC_RecipientType2_Array	SENECA	0-1-CFA	456
pooka-testcases.jar	Ltestcases/TC_RecipientType_Set	SENECA	0-1-CFA	508
pooka-testcases.jar	Ltestcases/TC_RecipientType2_Simple	SENECA	0-1-CFA	448
pooka-testcases.jar	Ltestcases/TC_EventListenerList_Simple	SENECA	0-1-CFA	546
pooka-testcases.jar	Ltestcases/TC_LexerPage_List	SENECA	0-1-CFA	583
pooka-testcases.jar	Ltestcases/TC_RecipientType_Simple	SENECA	0-1-CFA	489
pooka-testcases.jar	Ltestcases/TC_LexerPage_Array	SENECA	0-1-CFA	816
pooka-testcases.jar	Ltestcases/TC_InputStreamSource_Simple	SENECA	0-1-CFA	1056
pooka-testcases.jar	Ltestcases/TC_EventListenerList_List	SENECA	0-1-CFA	530
pooka-testcases.jar	Ltestcases/TC_InputStreamSource_Map	SENECA	0-1-CFA	517
pooka-testcases.jar	Ltestcases/TC_EventListenerList_Map	SENECA	0-1-CFA	514
